event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PNG1182,2025-01-06,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Papua New Guinea (2019-),NA,State forces,Civilians (Papua New Guinea),NA,Civilians,State forces-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,Post Courier,National,"On 6 January 2025, soldiers from the PNGDF Engineering Battalion continued on a rampage that started the previous day at Second Seven community (Lae, Morobe), destroying property, burning down houses, killing a livestock, and injuring a man with a bush knife. The incident took place after a soldier's vehicle was stoned by local youths on 4 January (coded separately), prompting the soldiers to retaliate on 5 January (coded separately) and continued on 6 January.",0,NA,1764120883
PNG1207,2025-01-08,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 8 January 2025, one man was assaulted during a haus krai at Nine Mile in Port Moresby (National Capital District) after being accused of killing a young man through sorcery by a pastor. Him and another men, both from Kemiu village of Okapa, Eastern Highlands, were accused of sorcery during the haus krai of the deceased, but the other man managed to escape.",0,crowd size=no report,1764120883
PNG1186,2025-01-10,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Sialum Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Sialum Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Tewae-Siassi,NA,Sialum,-6.0822,147.5935,1,Post Courier,National,"On 10 January 2025, a fight erupted at hinterland Kalasa, Sialum area (Tewae-Siassi, Morobe). The fight led to the killing of two men at Gitua (coded separately) one day later. The cause of the fight is unclear. Casualties unknown.",0,crowd size=no report,1764120883
PNG1187,2025-01-11,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Sialum Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Sialum Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Morobe,Tewae-Siassi,NA,Sialum,-6.0822,147.5935,1,Post Courier,National,"On 11 January 2025, two men were killed at Gitua, Sialum area (Tewae-Siassi, Morobe) amid an ongoing fight that erupted on Friday at hinterland Kalasa (coded separately). The cause of the fight is unclear.",2,crowd size=no report,1764120883
PNG1188,2025-01-11,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Nadzab Communal Group (Papua New Guinea),Rioters,Private Security Forces (Papua New Guinea),NA,External/Other forces,Rioters-External/Other forces,NA,598,Oceania,Papua New Guinea,Morobe,Huon,NA,Gapsongkeg,-6.5772,146.7655,1,Post Courier,National,"On 11 January 2025, mob people attacked two security guards from Guard Dog Security Services at Nadzab market (Huon, Gapsongkeg, Morobe), leading to their injury.",0,crowd size=no report,1764120883
PNG1185,2025-01-13,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Labor Group (Papua New Guinea); Police Forces of Papua New Guinea (2019-),Rioters,Rioters (Papua New Guinea),NA,Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier; The National (Papua New Guinea),National,"On 13 January 2025, a fight broke out between the Port Moresby City Watch men and street vendors at Waigani (Port Moresby, National Capital District) after an argument between the two parties, during a cleanup operation aimed at stopping vendors from selling on the street. One vendor was struck on the head with an iron rod and left unresponsive, while police forces arrested one city ranger.",0,crowd size=no report,1764120883
PNG1184,2025-01-14,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Mount Fire Communal Group (Papua New Guinea); Vigilante Group (Papua New Guinea),Rioters,Police Forces of Papua New Guinea (2019-),Civilians (Papua New Guinea),State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Mendi,-6.1494,143.64940000000001,1,Post Courier; The National (Papua New Guinea),National,"On 14 January 2025, villagers (likely from Mount Fire based on the location of the event) attacked four policemen and four civilians in an illegal roadblock at Mount Fire, Mendi (Mendi-Munihu, Southern Highlands) on their road from Koroba to Enga in a police vehicle. Two men pointed a firearm at the approaching police vehicle, prompting the officers to shoot and injure them. In retaliation, angry relatives of the injured men shot the driver in the head, causing the vehicle to crash and sparking further attacks on the surviving officers. One officer later succumbed to his injuries resulting in 2 fatalities and 1 seriously injured.",2,crowd size=no report,1764120883
PNG1191,2025-01-15,2025,3,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Mopa Konjop Tribal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Mold Tribal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Mendi,-6.1494,143.64940000000001,2,The National,International,"Around 15 January 2025 (month of), the Mopra Konjop tribe of the Map and Mold tribe of Tente in Lai Valley Mendi, signed a peace agreement at Mendi (unclear if the report is referring to Mendi town or Mendi district; event coded to Mendi town, Mendi-Munihu, Southern Highlands), ending an ongoing tribal fight. The peace agreement took place with the help of the local MP, the local police, and a peace restoration team.",0,NA,1764120883
PNG1217,2025-01-15,2025,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea); Warael Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Kompiam,NA,Kompiam Stat.,-5.3853,143.9228,2,Post Courier,National,"Around 15 January 2025 (month of), a woman was tortured by local residents of her village at Warael village, Kompiam-Ambum (coded to Kompiam Stat., Kompiam, Enga) after she was accused of using sorcery to kill her four-month-old baby who had fell unconscious because of severe pneumonia. The woman and her baby were rescued by the police and a team of peace workers, who then provided treatment for them at Yambu Health Center. The victim was returned to her village safely this month through the efforts of the Caritas Enga peace workers.",0,crowd size=no report; women targeted: accused of witchcraft/sorcery,1764120883
PNG1190,2025-01-15,2025,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Gulf Ethnic Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Hela Ethnic Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier,National,"Around 15 January 2025 (week of), a man from Hela was attacked and killed by a group of 9 men from Gulf at Kaugere (Port Moresby, National Capital District). In response, the relatives from Hela moved into a property belonging to one of the suspects' families by force, setting up a 'haus krai' and demanding compensation by a set deadline (coded separately).",1,crowd size=9,1764120883
PNG1192,2025-01-15,2025,2,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Hela Ethnic Group (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier,National,"Around 15 January 2025 (week of), relatives of a deceased man from Hela staged a protest at Kaugere (Port Moresby, National Capital District), by occupying a property belonging to one of the murder suspects' families, setting up a 'haus krai' and demanding compensation by a set deadline. This was in response to the killing of a Hela man last week by a group of 9 men from Gulf (coded separately).",0,crowd size=no report,1764120883
PNG1206,2025-01-17,2025,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Nayalo Communal Group (Papua New Guinea); Esianda Communal Group (Papua New Guinea); Tileng Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Besivong Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Morobe,Finschhafen,NA,Morago,-6.3715,147.5793,2,The National (Papua New Guinea),National,"On 17 January 2025, the villagers of Nayalo, Esianda, Tileng, and Besivong signed a peace agreement at Hube Local Level Government area (coded to Morago, Finschhafen, Morobe), ending a yearlong conflict that erupted in 2023 and lasted all throughout 2024. The conflict claimed the lives of 15 to 20 people and left villagers of Besivong displaced. The agreement comes with conditions, including that those involved in the fight would be held accountable.",0,NA,1764120883
PNG1208,2025-01-17,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kipul Tribal Group (Papua New Guinea),Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Yambali,-5.3794,143.3805,2,The National (Papua New Guinea),National,"On 17 January 2025, a twin-steer truck (likely owned by New Porgera Limited, as it was travelling back from Porgera) was set on fire (likely by members of the Kipul tribe, in retaliation for the injury of a Kipul man during a police shootout) at the main route around the Mulitaka landslip area (coded to Yambali, Lagaip-Porgera, Enga). This action occurred after a man from the Kipul tribe, wanted by the police, was injured in a shootout with the police.",0,crowd size=no report,1764120883
PNG1193,2025-01-25,2025,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Tukunjup Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Pereka Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Sol,-6.0355,143.6502,2,Post Courier,National,"On 25 January 2025, a fight broke out between the Tukunjup and Pereka tribes at Upper Mendi (coded to Sol) (Mendi-Munihu, Southern Highlands). What started out as a dispute over a rugby match escalated into a tribal fight involving fire-arms that continued for another two days during the week (coded separately), resulting in damages to state and private properties, severe injuries, and 2 fatalities.",2,crowd size=no report,1764120883
PNG1196,2025-01-27,2025,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Amongavi Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Kundiman Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,East Sepik,Angoram,NA,Imanmeri,-4.6463,143.6041,2,The National (Papua New Guinea),National,"On 27 January 2025, villagers from Amongavi and Kundiman signed a peace agreement at Karawari Rural LLG (coded to Imanmeri, Angoram, East Sepik), after being in conflict with each other since 2021. The agreement was initiated by the Tree of Life foundation and the support of the Yimas village leaders.",0,NA,1764120883
PNG1194,2025-01-29,2025,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Tukunjup Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Pereka Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Sol,-6.0355,143.6502,2,Post Courier,National,"Around 29 January 2025 (week of), the Tukunjup and Pereka tribes engaged in a tribal fight at Upper Mendi (coded to Sol) (Mendi-Munihu, Southern Highlands), that continued the next day (coded separately), after the initial fight erupted over the weekend (coded separately). The fight started out as a dispute over a rugby match and escalated into a tribal fight involving firearms, resulting in damages to state and private properties, severe injuries, and 2 lives lost.",0,crowd size=no report,1764120883
